subject;list;music;song_number;music_set;snippet_file;Pool;familiarity;preference;pleasantness;offensiveness;distraction;actual_artist;artist_name;accuracy_artist;actual_song_name;song_name;accuracy_song;;
127;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;4;3;1;5;Iggy Azalea (ft. Charli XCX);;0;Fancy;fancy;1;;
127;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;10;7;1;3;Outkast;Outkast;1;Ms. Jackson;miss Jackson;1;;
128;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;5;4;4;1;9;Eminem;NA;0;The way I am;NA;0;;
128;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;3;5;1;7;Post Malone;NA;0;WoW;NA;0;;
128;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;10;10;1;5;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
128;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;2;8;9;1;4;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
128;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;6;5;1;9;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;NA;0;;
128;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;5;4;1;7;Outkast;NA;0;Ms. Jackson;NA;0;;
129;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;8;5;7;10;Eminem;Eminem;1;The way I am;The way i am;1;;
129;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;8;6;5;8;Post Malone;Post Malone;1;WoW;Wow;1;;
129;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;10;9;8;2;8;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;Fly;1;;
129;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;10;9;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
129;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;6;8;3;5;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
129;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;7;4;6;Outkast;Outkast;1;Ms. Jackson;Miss Jackson;1;;
130;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;7;7;4;1;9;Eminem;Eminem;1;The way I am;NA;0;;
130;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;4;7;7;3;8;Post Malone;Post Malone? ;1;WoW;NA;0;;
130;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;7;7;8;1;6;Nicki Minaj (feat. Rihanna);Rihanna ;1;Fly;NA;0;;
130;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;5;8;7;1;6;Jessie J (feat. B.o.B);Black Eyed Peas;0;Price tag;NA;0;;
130;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;6;4;4;1;9;Iggy Azalea (ft. Charli XCX);;0;Fancy;NA;0;;
130;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;3;6;5;1;4;Outkast;;0;Ms. Jackson;NA;0;;
131;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;8;1;4;Eminem;Eminem;1;The way I am;The way I am;1;;
131;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;2;8;6;1;6;Post Malone;;0;WoW;;0;;
131;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;9;8;7;1;2;Nicki Minaj (feat. Rihanna);Rihanna, Nicki Minaj;1;Fly;Fly;1;;
131;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;4;4;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
131;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;8;6;1;3;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
131;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;10;9;1;4;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
132;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;9;9;8;5;7;Eminem;Eminem;1;The way I am;the way i am ;1;;
132;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;2;3;2;5;3;Post Malone;;0;WoW;;0;;
132;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;3;3;2;3;7;Nicki Minaj (feat. Rihanna);Rhiana;1;Fly;;0;;
132;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;4;5;2;8;Jessie J (feat. B.o.B);;0;Price tag;about the money ;0;;
132;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;2;3;6;9;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
132;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;6;3;2;4;8;Outkast;;0;Ms. Jackson;miss jackson;1;;
133;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;1;1;1;10;10;Eminem;NA;0;The way I am;NA;0;;
133;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;1;1;1;9;Post Malone;NA;0;WoW;NA;0;;
133;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;8;7;1;6;Nicki Minaj (feat. Rihanna);NA;0;Fly;NA;0;;
133;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;8;9;1;7;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
133;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;1;1;1;8;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;NA;0;;
133;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;5;4;7;1;6;Outkast;NA;0;Ms. Jackson;NA;0;;
134;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;7;4;4;10;Eminem;Eminem and Dr Dre;1;The way I am;The Way I Am;1;;
134;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;3;6;5;2;8;Post Malone;;0;WoW;;0;;
134;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;5;5;3;7;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;To Fly;1;;
134;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;7;7;1;6;Jessie J (feat. B.o.B);;0;Price tag;;0;;
134;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;9;6;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
134;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;8;8;1;9;Outkast;Outkast;1;Ms. Jackson;Ms Jackson;1;;
135;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;7;3;2;10;Eminem;Eminem;1;The way I am;NA;0;;
135;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;5;5;1;9;Post Malone;;0;WoW;NA;0;;
135;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;4;7;8;1;7;Nicki Minaj (feat. Rihanna);Katy Perry;0;Fly;NA;0;;
135;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;8;9;1;3;Jessie J (feat. B.o.B);;0;Price tag;NA;0;;
135;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;6;4;1;5;Iggy Azalea (ft. Charli XCX);;0;Fancy;NA;0;;
135;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;8;8;9;1;5;Outkast;;0;Ms. Jackson;NA;0;;
136;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;1;1;5;4;Eminem;Eminem;1;The way I am;The Way I Am;1;;
136;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;1;1;5;4;Post Malone;n/a;0;WoW;n/a;0;;
136;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;1;1;1;5;4;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;n/a;0;;
136;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;5;1;1;3;4;Jessie J (feat. B.o.B);n/a;0;Price tag;n/a;0;;
136;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;1;1;4;4;Iggy Azalea (ft. Charli XCX);n/a;0;Fancy;n/a;0;;
136;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;1;1;3;4;Outkast;Outkast;1;Ms. Jackson;Miss Jackson;1;;
137;B;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;8;5;;7;Eminem;Eminem ;1;The way I am;Say I Am;0;;
137;B;lyrical;2;A;static/A2_lyrical.mp3;Prolific;4;6;3;8;8;Post Malone;;0;WoW;;0;;
137;B;lyrical;3;A;static/A3_lyrical.mp3;Prolific;10;8;9;1;3;Nicki Minaj (feat. Rihanna);Rhianna;1;Fly;To Fly;1;;
137;B;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;9;1;3;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
137;B;instrumental;2;B;static/B2_instrumental.mp3;Prolific;9;8;6;5;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
137;B;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;7;3;8;Outkast;Outkast;1;Ms. Jackson;Ms Jackson ;1;;
138;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;8;7;3;7;Eminem;Eminem;1;The way I am;;0;;
138;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;7;2;2;4;4;Post Malone;;0;WoW;;0;;
138;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;7;6;1;4;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;;0;;
138;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;6;6;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
138;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;7;7;2;4;Iggy Azalea (ft. Charli XCX);iggy____;1;Fancy;Fancy;1;;
138;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;6;8;8;1;3;Outkast;;0;Ms. Jackson;;0;;
139;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;6;4;1;NA;Eminem;Eminem;1;The way I am;;0;;
139;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;5;7;1;7;Post Malone;;0;WoW;;0;;
139;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;10;;10;1;10;Nicki Minaj (feat. Rihanna);Rihanna ;1;Fly;Fly ;1;;
139;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;5;1;10;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
139;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;10;8;1;10;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
139;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;1;1;1;10;Outkast;;0;Ms. Jackson;;0;;
140;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;1;1;1;5;2;Eminem;;0;The way I am;;0;;
140;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;3;5;7;1;7;Post Malone;;0;WoW;;0;;
140;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;9;8;9;1;3;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;Fly;1;;
140;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;9;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Pricetag ;1;;
140;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;9;8;2;7;Iggy Azalea (ft. Charli XCX);Iggy Azalea ;1;Fancy;Fancy;1;;
140;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;3;6;7;1;3;Outkast;;0;Ms. Jackson;;0;;
141;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;9;2;5;Eminem;Eminem;1;The way I am;Way i am;1;;
141;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;8;6;NA;4;5;Post Malone;;0;WoW;;0;;
141;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;3;4;5;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
141;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;10;10;1;3;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
141;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;8;8;1;4;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
141;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;;8;2;6;Outkast;OutKast;1;Ms. Jackson;Sorry Miss Jackson;1;;
142;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;8;3;9;Eminem;Eminem;1;The way I am;The Way I Am;1;;
142;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;2;2;4;1;2;Post Malone;;0;WoW;;0;;
142;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;3;4;1;6;Nicki Minaj (feat. Rihanna);Rhianna;1;Fly;Fly;1;;
142;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;10;10;1;6;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
142;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;8;8;7;2;3;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
142;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;9;2;4;Outkast;Outcast;1;Ms. Jackson;Miss Jackson;1;;
143;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;2;2;5;9;Eminem;;0;The way I am;;0;;
143;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;2;6;3;1;6;Post Malone;;0;WoW;;0;;
143;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;7;7;8;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
143;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;9;9;1;2;Jessie J (feat. B.o.B);;0;Price tag;;0;;
143;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;7;1;1;5;Iggy Azalea (ft. Charli XCX);charlie xcx;1;Fancy;fancy;1;;
143;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;1;1;1;2;Outkast;;0;Ms. Jackson;;0;;
144;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;10;9;2;8;Eminem;Eminem;1;The way I am;The way I am;1;;
144;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;9;8;2;7;Post Malone;Post Malone;1;WoW;Wow;1;;
144;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;9;10;2;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
144;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;8;7;1;8;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
144;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;4;4;2;5;Iggy Azalea (ft. Charli XCX);Iggy Azalea;1;Fancy;Fancy;1;;
144;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;6;6;1;3;Outkast;;0;Ms. Jackson;;0;;
145;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;8;3;3;10;5;Eminem;emenem;1;The way I am;I am;1;;
145;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;1;1;1;8;Post Malone;?;0;WoW;?;0;;
145;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;5;5;5;5;6;Nicki Minaj (feat. Rihanna);Rhianna;1;Fly;?;0;;
145;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;5;4;4;3;5;Jessie J (feat. B.o.B);?;0;Price tag;?;0;;
145;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;3;3;3;8;Iggy Azalea (ft. Charli XCX);?;0;Fancy;?;0;;
145;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;1;1;1;1;4;Outkast;?;0;Ms. Jackson;?;0;;
146;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;4;4;1;8;Eminem;Eminem;1;The way I am;The Way I am;1;;
146;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;5;4;4;1;5;Post Malone;;0;WoW;;0;;
146;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;7;5;5;1;6;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
146;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;6;6;1;6;Jessie J (feat. B.o.B);Jessie J ;1;Price tag;Price Tag ;1;;
146;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;2;2;1;6;Iggy Azalea (ft. Charli XCX);Iggy Azaelia ;1;Fancy;Fancy ;1;;
146;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;8;8;1;8;Outkast;Outkast;1;Ms. Jackson;Sorry, Mrs Jackson ;1;;
147;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;4;6;5;6;9;Eminem;Eminem ;1;The way I am;;0;;
147;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;3;6;6;3;9;Post Malone;;0;WoW;;0;;
147;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;2;5;6;3;5;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;;0;;
147;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;8;7;8;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag (Instrumental);1;;
147;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;7;8;4;4;Iggy Azalea (ft. Charli XCX);Iggy Azalea / Charli XCX;1;Fancy;Fancy (Instrumental);1;;
147;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;9;9;9;2;5;Outkast;Outkast;1;Ms. Jackson;Ms Jackson (instrumental);1;;
148;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;4;4;6;1;7;Eminem;Eminem;1;The way I am;;0;;
148;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;10;10;1;5;Post Malone;Post Malone;1;WoW;wow;1;;
148;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;3;6;1;6;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;;0;;
148;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;4;3;1;4;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
148;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;9;9;1;4;Iggy Azalea (ft. Charli XCX);Iggy Azelia;1;Fancy;Fancy;1;;
148;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;10;1;3;Outkast;;0;Ms. Jackson;;0;;
149;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;7;7;9;Eminem;Eminem;1;The way I am;Way I am;1;;
149;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;8;8;9;10;Post Malone;Post Malone;1;WoW;Wow;1;;
149;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;3;5;2;9;Nicki Minaj (feat. Rihanna);Beyonce;0;Fly;;0;;
149;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;4;4;2;2;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price Tag;1;;
149;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;8;5;4;3;10;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
149;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;9;6;6;Outkast;Andre 3000;0;Ms. Jackson;Mrs Jackson;1;;
150;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;6;5;3;5;8;Eminem;;0;The way I am;;0;;
150;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;7;6;5;4;6;Post Malone;;0;WoW;;0;;
150;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;7;7;4;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
150;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;7;8;7;2;5;Jessie J (feat. B.o.B);Jessie j;1;Price tag;Price tag;1;;
150;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;4;4;5;3;5;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
150;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;3;3;3;3;5;Outkast;;0;Ms. Jackson;;0;;
151;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;10;1;10;Eminem;Eminem;1;The way I am;I Am;1;;
151;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;1;2;2;2;7;Post Malone;;0;WoW;;0;;
151;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;6;4;5;2;3;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
151;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;9;7;8;2;7;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Money;0;;
151;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;1;3;2;6;5;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
151;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;9;9;2;9;Outkast;OutKast;1;Ms. Jackson;Sorry Miss Jackson;1;;
152;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;10;10;1;8;Eminem;Eminem;1;The way I am;The way I am;1;;
152;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;5;NA;1;6;Post Malone;;0;WoW;;0;;
152;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;10;2;NA;1;5;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
152;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;5;6;1;3;Jessie J (feat. B.o.B);Jessie J;1;Price tag;Price tag;1;;
152;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;10;7;8;1;3;Iggy Azalea (ft. Charli XCX);fancy;1;Fancy;iggy azalea;1;;
152;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;6;2;NA;1;5;Outkast;;0;Ms. Jackson;;0;;
153;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;1;6;6;1;8;Eminem;Eminem;1;The way I am;no clue!;0;;
153;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;1;1;1;2;Post Malone;Post Malone;1;WoW;Wow;1;;
153;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;1;8;8;1;6;Nicki Minaj (feat. Rihanna);Rihanna;1;Fly;no clue!;0;;
153;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;10;10;1;3;Jessie J (feat. B.o.B);Can't remember;0;Price tag;;0;;
153;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;9;6;4;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
153;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;7;7;6;1;4;Outkast;;0;Ms. Jackson;;0;;
154;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;4;3;3;5;9;Eminem;Eminem;1;The way I am;?;0;;
154;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;2;2;4;2;8;Post Malone;?;0;WoW;?;0;;
154;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;8;8;9;1;4;Nicki Minaj (feat. Rihanna);Alisha Keys;0;Fly;?;0;;
154;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;10;9;NA;1;5;Jessie J (feat. B.o.B);Jesse J;1;Price tag;Not about the money;0;;
154;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;2;5;5;5;8;Iggy Azalea (ft. Charli XCX);?;0;Fancy;?;0;;
154;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;6;6;7;2;5;Outkast;?;0;Ms. Jackson;?;0;;
155;C;lyrical;1;A;static/A1_lyrical.mp3;Prolific;10;7;7;1;7;Eminem;Eminem;1;The way I am;;0;;
155;C;lyrical;2;A;static/A2_lyrical.mp3;Prolific;10;10;10;1;4;Post Malone;Post Malone;1;WoW;;0;;
155;C;lyrical;3;A;static/A3_lyrical.mp3;Prolific;7;1;1;1;7;Nicki Minaj (feat. Rihanna);Nicki Minaj;1;Fly;;0;;
155;C;instrumental;1;B;static/B1_instrumental.mp3;Prolific;7;6;5;1;5;Jessie J (feat. B.o.B);Jessie J;1;Price tag;;0;;
155;C;instrumental;2;B;static/B2_instrumental.mp3;Prolific;8;1;1;1;8;Iggy Azalea (ft. Charli XCX);;0;Fancy;I'm So Fancy;1;;
155;C;instrumental;3;B;static/B3_instrumental.mp3;Prolific;10;10;10;1;2;Outkast;Outkast;1;Ms. Jackson;Ms. Jackson;1;;
156;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;9;2;6;Jessie J (feat. B.o.B);;0;Price tag;NA;0;;
156;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;5;3;6;2;6;Iggy Azalea (ft. Charli XCX);;0;Fancy;NA;0;;
156;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;7;7;2;6;Outkast;;0;Ms. Jackson;NA;0;;
156;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;8;8;9;3;6;Eminem;eminem;1;The way I am;NA;0;;
156;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;3;6;7;2;2;Post Malone;;0;WoW;NA;0;;
156;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;7;7;1;3;Nicki Minaj (feat. Rihanna);;0;Fly;NA;0;;
157;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;10;10;1;10;Jessie J (feat. B.o.B);jessie j;1;Price tag;price tag;1;;
157;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;10;10;1;10;Iggy Azalea (ft. Charli XCX);;0;Fancy;;0;;
157;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;3;5;5;1;8;Outkast;;0;Ms. Jackson;;0;;
157;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;6;5;5;1;8;Eminem;;0;The way I am;;0;;
157;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;1;3;3;1;9;Post Malone;;0;WoW;;0;;
157;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;1;3;3;1;7;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
158;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;9;5;5;3;6;Jessie J (feat. B.o.B);;0;Price tag;;0;;
158;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;8;7;7;2;6;Iggy Azalea (ft. Charli XCX);Iggy Azaelia & Charli XCX;1;Fancy;Fancy;1;;
158;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;10;9;9;1;4;Outkast;Outkast;1;Ms. Jackson;Ms. Jackson;1;;
158;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;10;8;7;1;4;Eminem;Eminem;1;The way I am;The Way I Am;1;;
158;D;instrumental;2;A;static/A2_instrumental.mp3;Prolific;5;7;7;1;4;Post Malone;;0;WoW;;0;;
158;D;instrumental;3;A;static/A3_instrumental.mp3;Prolific;2;4;4;1;4;Nicki Minaj (feat. Rihanna);;0;Fly;;0;;
159;D;lyrical;1;B;static/B1_lyrical.mp3;Prolific;10;8;8;1;2;Jessie J (feat. B.o.B);NA;0;Price tag;NA;0;;
159;D;lyrical;2;B;static/B2_lyrical.mp3;Prolific;10;1;3;1;8;Iggy Azalea (ft. Charli XCX);NA;0;Fancy;NA;0;;
159;D;lyrical;3;B;static/B3_lyrical.mp3;Prolific;3;5;5;1;8;Outkast;NA;0;Ms. Jackson;NA;0;;
159;D;instrumental;1;A;static/A1_instrumental.mp3;Prolific;1;6;7;1;3;Eminem;NA;0;The way I am;NA;0;;
